experiment_id,declared_date,phase,status,hypothesis,kill_test,config_path,data_scope,code_ref,run_command,primary_metric,result_summary,artifact_path,builder,reviewer,review_status,notes
EXP-0023,2026-07-20,final-validation,completed,Deployment-feasibility comparison: rank the five shadow-cleared configs by prop-challenge pass probability in the current NQ regime,"n/a -- feasibility comparison of already-decided configs, not an edge test (no kill test; no new alpha claim)",legacy-not-frozen (config dict in scripts/prop_compare.py CONFIGS),"NQ clean Databento RTH through 2026-07, common post-lookback-90 date set (consumed); full-sample vs 2025+; prop sim on 2024-26 and 2025+ regimes",scripts/prop_compare.py,python -m futures.nq.noise_vwap.scripts.prop_compare save,"MNQ prop PASS probability + median days ($50k/$3k/$2k trailing DD), and full vs 2025+ daily Sharpe/win%/RR (R=ATR)","COMPARISON (not a verdict on edge). 2025+ net edge ~0 for all five (sumR ~0, Sharpe 0.05-0.85); pass-rate ranking is daily-variance reduction vs the $2k trailing barrier, not alpha. Realistic-MNQ-cost 2025+ pass: (1) tp0.75_67 21.3%, (2) tp1.0_50 15.3%, (3) +flat45 41.4%, (4) +gaprvol 29.1%, (5) +flat45+gaprvol 50.7% (med ~45-56 days). Daily-$ std 314->285 as early-flat added. Config 5 = max odds but ~half is barrier luck (s.4) and bootstrap is optimistic; Config 3 = better-validated single overlay (early-flat PASSED NQ Null C EXP-0013; gap/rvol FAILED Null C as alpha EXP-0017, defensible only as survival sizing). tp1.0_50 worse than tp0.75_67 for the challenge. Payoff geometry: ~24-26% win, avg loss ~-0.1 ATR (no fixed-1R stop), RR ~3.3.",artifacts/runs/EXP-0023,Claude (Opus 4.8),unassigned,pending,Deployment feasibility only; extends PROP_CHALLENGE.md s.8b. Relates to HYP-0006 (early-flat) + HYP-0009 (gap/rvol). No Null C (no edge claim).
EXP-0025,2026-07-21,experiment,completed,A surround-smoothed short-history noise band beats the lookback-90 mean band,Reject unless the best surround cell daily net-ATR-R Sharpe uplift over the lb90 mean baseline is >=+0.10 on NQ with net R >= baseline; Null C only if the gate passes. plain(hist) control isolates short-history from surround-smoothing; median band-width ratio guards against the EXP-0021 width/capacity dial.,legacy-not-frozen (w-grid x hist-grid in scripts/hyp_0016_surround_band.py),"NQ primary + ES sibling, clean Databento RTH through 2026, common post-lookback-90 date set (consumed); surround half-width w in {5,14,30} x history hist in {5,14,30} + plain(hist)",core/bands.py (noise_bands_surround); scripts/hyp_0016_surround_band.py; tests/test_bands.py,python -m futures.nq.noise_vwap.scripts.hyp_0016_surround_band real NQ,zero-trade-day daily net-ATR-R Sharpe uplift of the best surround cell over the lb90 mean band,"REJECT (cross-market NO-GO). User redefinition: sigma[d,mfo] = mean over prior `hist` sessions AND a local minute window [mfo-w,mfo+w] (center-included, edge-truncated so the open averages forward-only; strictly-prior so causal) of |move|, to cut per-slot estimator variance and use a shorter more adaptive history. Gate FAILS on both markets -> no Null C. NQ: every cell worse on Sharpe (baseline Sh 1.29 net_pt/t 3.159; best surround h30 w30 Sh 1.20 dSharpe -0.083 net_pt/t 3.152 netR -4.9R); shortening history is the dominant loss (plain h30/h14/h5 = 1.22/1.04/1.07), surround does not recover it. ES: best surround h14 w30 dSharpe +0.029 (<<+0.10) but gross/trade FALLS -0.081 with +179 trades at wRatio 0.93 = width dial, does not transfer to NQ. DECISIVE: (1) per-trade quality (the user's headline metric) never rises above baseline on either market; baseline net_pt/t 3.159 is the grid max. (2) The variance-reduction mechanism IS real but only matters once history is crippled (NQ h5 plain 1.07 -> h5 w30 1.13; ES h30 plain 0.59 ->h30 w30 0.67) and never climbs back to lb90 = the long history is already the better bias/variance point; the every-bar continuous stop already supplies current-session vol adaptivity, so the band only needs a stable long-run per-slot LEVEL. (3) wRatio 0.89-0.99 = mild capacity dial not alpha. w=0-reduction to noise_bands(hist) + causality proved in tests. Retain noise_bands lb90; noise_bands_surround kept as tested benchmark.",artifacts/runs/EXP-0025,Claude (Opus 4.8),Claude (Opus 4.8),reviewed-concur,"hypothesis=experiments/hypotheses/HYP-0016.md; user surround-smoothing/short-history band idea; distinct axis from the EXP-0020/0021/0022 profile-shape recast programme (this changes the LEVEL ESTIMATOR bias/variance + recency, not the profile shape). plain(hist) control attributes loss to history-shortening."
EXP-0026,2026-07-22,experiment,completed,A causal intraday Hurst-exponent (and its 1st/2nd derivative) regime filter improves the NQ continuous-stop baseline,"Reject unless the family-best (signal,direction,threshold) daily net-ATR-R Sharpe uplift over the continuous-stop baseline is >=+0.10 with net R >= baseline; if it clears, the uplift must beat a 200-draw matched-count random-signal-drop null at frac(null>=real)<0.05 AND 30 paired Null-C at z>=2; weaken if kept-trade gross/trade does not rise or the sign does not transfer to ES.",legacy-not-frozen (signal x direction x threshold grid in scripts/hyp_0017_hurst_filter.py),"NQ primary + ES sibling, clean Databento RTH through 2026, post-lookback-90 eligible sessions (consumed)","scripts/hyp_0017_hurst_filter.py (ghe1, hurst_features); uses core/engine2_nb.py entry_gate; core/session.py noise_bands",python -u -m futures.nq.noise_vwap.scripts.hyp_0017_hurst_filter real {NQ|ES},family-max full-sample daily net-ATR-R Sharpe uplift + net R over the continuous-stop baseline,"REJECT as deployable alpha (cross-market NO-GO); no Null-C spent (real gate fails on both). Causal session-to-date generalized Hurst (order-1 structure function; validated trend->0.99, random-walk->0.49) gated 30-min breakout entries via rule-18 engine rerun. Family-best on BOTH NQ and ES is the SAME un-tuned natural cell H>=0.5 (random-walk boundary): NQ dSharpe +0.058 / dNetR -10.4R (Sh 1.288->1.346, netR 91.2->80.8, retain 0.62); ES dSharpe +0.084 / dNetR -2.9R (Sh 0.698->0.781, retain 0.56) -- both below the +0.10 gate AND net R falls. POSITIVE finding: the Hurst LEVEL carries real cross-market per-trade QUALITY info in the predicted direction -- gross pts/trade + expected net-R/trade rise MONOTONICALLY with H>=T (NQ gross/t 3.51->4.59, ES 0.73->1.01), the chop-regime `low` direction is worse everywhere (sign confirmed), and H>=0.5 BEATS a 200-draw matched-count random-signal-drop null on NQ (frac(rand>=real) Sharpe 0.03; ES marginal 0.08) so it is NOT a pure rarity filter. But it does not monetize: a turnover/capacity lever (better per-trade quality, ~40% less exposure, lower total net R, Sharpe below gate) = the nq-es-crossmarket-confirm pattern. DERIVATIVES dH(ROC)/d2H(accel) inert-to-harmful: every derivative cell both directions both markets worse than baseline. Retain unconditioned baseline.",artifacts/runs/EXP-0026,Claude (Opus 4.8),unassigned,pending,"hypothesis=experiments/hypotheses/HYP-0017.md; user idea (add Hurst filter; test sensitivity of Sharpe+expected R to Hurst; test raw H, ROC dH, and 2nd-derivative d2H). numba<->engine2 parity asserted on ungated baseline. Ledger row appended manually (research_admin rewrite blocked by 2 pre-existing over-columned rows)."
EXP-0027,2026-07-22,experiment,completed,"Conditioning the tp1.0_50 partial-take-profit on entry-bar Hurst (bank early in chop H<=T, hold the runner in a persistent tape H>T) beats the unconditional exit","Reject unless the best conditional cell daily Sharpe uplift >=+0.10 over the no-tp continuous-stop baseline AND net R >= baseline AND Sharpe > BOTH unconditional references (no-tp and all-tp); if it clears, the conditioning uplift over unconditional tp1.0_50 must beat 30 paired Null-C (best-T re-searched per draw) at z>=2; weaken if the sign does not transfer to ES or the mirror (bank high-H) is not worse than conditional.","legacy-not-frozen (H threshold grid x {conditional,mirror} in scripts/hyp_0018_hurst_exit.py); tp_atr=1.0 tp_frac=0.5","NQ primary + ES sibling, clean Databento RTH through 2026, post-lookback-90 eligible sessions (consumed)",scripts/hyp_0018_hurst_exit.py; core/engine2.py new default-off tp_gate; reuses scripts/hyp_0017_hurst_filter.py hurst_features,python -u -m futures.nq.noise_vwap.scripts.hyp_0018_hurst_exit real {NQ|ES},full-sample daily net-ATR-R Sharpe of the best conditional cell; conditioning uplift = Sharpe(best conditional) - Sharpe(unconditional tp1.0_50),"REJECT (cross-market NO-GO); no Null-C spent (real gate fails on both). Follow-on from EXP-0026: apply the real Hurst continuation signal on the EXIT (no exposure cost) instead of as a selection gate. Trade population UNCHANGED (4209 NQ / 4326 ES every cell); only the tp1.0_50 partial fires conditionally (bank on entry-H<=T, hold runner on H>T), implemented via a new default-off tp_gate on core/engine2.py (parity: tp_gate=None==all-tp, empty==no-tp bit-exact). DECISIVE: (1) conditioning adds ~nothing - best conditional uplift over unconditional tp1.0_50 is -0.012 Sharpe (NQ) / +0.023 (ES), noise-level, below +0.10 gate; at useful thresholds it banks ~95% of trades = collapses to all-tp -> the tp's post-+1ATR mean-reversion capture is NOT Hurst-selective. (2) INVERTED and transfers: the MIRROR (bank HIGH-H) BEATS the conditional (bank low-H) on BOTH markets (NQ 1.354 vs 1.332; ES 0.723 vs 0.710) - predicted asymmetry with the OPPOSITE sign = a tiny real tape property, not NQ noise; entry persistence does not predict whether a trade's give-back is worth banking. (3) the tp overlay itself helps NQ (all-tp 1.344 vs no-tp 1.288) but HURTS ES (0.687 vs 0.698) so no robust exit surface exists for H to improve. Synthesis w/ EXP-0026: the Hurst exponent is a real per-trade continuation/quality signal that monetizes NEITHER as selection (EXP-0026 gate=turnover lever) NOR as exit management (this run) - lever exhausted. Retain unconditioned baseline; keep tp_gate as tested default-off machinery.",artifacts/runs/EXP-0027,Claude (Opus 4.8),unassigned,pending,"hypothesis=experiments/hypotheses/HYP-0018.md; direct follow-on from EXP-0026/HYP-0017 (Hurst selection gate). Ledger row appended manually (research_admin rewrite blocked by 2 pre-existing over-columned rows). Engine change is default-off tp_gate, parity verified in-script + smoke."
EXP-0028,2026-07-21,experiment,completed,Fixed causal Hurst weights monetize EXP-0026 per-trade quality without deleting exposure.,"Reject unless both instruments improve Sharpe, neither loses more than 1% net R, pooled equal-weight Sharpe rises at least 0.10, and drawdown does not worsen; run 200-draw allocation-label null only after passing.",experiments/configs/hyp_0019_hurst_sizing.json,Consumed 2011-2026 NQ/ES RTH,futures/nq/noise_vwap/scripts/hyp_0019_hurst_sizing.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0019_hurst_sizing real,Matched-exposure equal-risk NQ/ES daily net-ATR-R Sharpe uplift; net R and maxDD co-primary,"REJECT: fixed causal 0.75/1.25 Hurst sizing raised net R (NQ +4.11R; ES +5.21R) but pooled Sharpe only +0.002 vs +0.10 gate; NQ Sharpe fell and maxDD worsened on both, so no allocation-label null.",artifacts/runs/EXP-0028,Codex,unassigned,pending,hypothesis=experiments/hypotheses/HYP-0019.md; Trade population unchanged; causal expanding-prior exposure normalizer; inverted control confirms sign but not risk-adjusted value. Hurst selection/exit/sizing branch exhausted on consumed history.
EXP-0029,2026-07-22,experiment,completed,A Laplace recency-weighted noise band (sweep center-of-mass mu and decay half-life h) beats the flat lb90 mean band by tilting the trailing per-slot average toward recent sessions without truncating history,"Reject unless the best MATCHED-width cell daily net-ATR-R Sharpe uplift over the flat lb90 baseline is >=+0.10 with net R >= baseline on NQ; if it clears, the family-max (mu,h) uplift must beat 30 paired Null-C at z>=2; weaken if the per-slot residual laplace/flat is flat (no reshape) or the sign does not transfer to ES.","legacy-not-frozen (mu in {1,5,15,30} x half-life h in {5,15,40}; window derived lookback=clip(mu+5b,90,250)) in scripts/hyp_0020_laplace_band.py","NQ primary + ES sibling, clean Databento RTH through 2026, common post-lb250 (same-sample) sessions (consumed)",scripts/hyp_0020_laplace_band.py; core/bands.py noise_bands_laplace + laplace_weights; tests/test_bands.py TestLaplaceBand,python -u -m futures.nq.noise_vwap.scripts.hyp_0020_laplace_band real {NQ|ES},"best MATCHED-width cell daily net-ATR-R Sharpe uplift over the flat lb90 baseline (family-max over the (mu,h) grid)","REJECT (cross-market NO-GO); no Null-C spent (real matched gate fails on both). Laplace kernel w_k=exp(-|k-mu|/b) recency-weights the trailing per-slot |move| mean; b->inf,lb90 reduces to the flat baseline bit-exact (tested). NQ: EVERY matched cell worse (best mu5 h15 dSharpe -0.019; grid -0.019..-0.219; recency tilt strictly degrades, maxDD 4.7->8.2R at mu1 h5). ES: best matched mu1 h5 dSharpe +0.065 (<+0.10 gate) is a width/capacity artifact (gross/trade FALLS -0.081, 136 fewer trades) and does NOT transfer (same cell is one of NQ's worst matched, -0.117). DECISIVE: residual laplace/flat by decision slot is FLAT across all 13 slots (NQ ~1.005, ES ~1.08) = a uniform rescale, no slot-dependent reshape = the EXP-0021 quantile signature. The per-slot LEVEL is a sufficient statistic and the every-bar continuous stop already supplies recency vol-adaptivity, so a cross-history tilt only adds estimator variance to a well-estimated quantity. Extends the recast programme (EXP-0020/0021/0022) + EXP-0025: the noise band is fully summarized by its per-slot flat symmetric level/width across time-profile, distribution, symmetry, estimator bias/variance, AND cross-history weighting. Retain flat lb90; noise_bands_laplace kept as tested benchmark.",artifacts/runs/EXP-0029,Claude (Opus 4.8),unassigned,pending,"hypothesis=experiments/hypotheses/HYP-0020.md; user idea (Laplacian recency weighting: sweep peak/anchor horizon = center-of-mass, and decay rate, slow decay for long lookback). Window derived not searched. Ledger row appended manually (research_admin rewrite blocked by 2 pre-existing over-columned rows). New default-off band factory; baseline unchanged."
EXP-0030,2026-07-22,experiment,completed,Multi-horizon percentile-ranked breakout strength with hysteresis improves NQ,"Reject unless family-best NQ dSharpe >= +0.10, net R >= baseline, and gross expectancy per trade rises; if passed require family-max paired Null C z>=2 and upper-tail fraction<0.05.",experiments/configs/hyp_0021_percentile_hysteresis.json,"NQ clean Databento RTH 2011-2026, common post-252-session causal-rank sample; consumed discovery history",scripts/hyp_0021_percentile_hysteresis.py; core/engine2.py default-off stop_gate; tests/test_percentile_hysteresis.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0021_percentile_hysteresis NQ,Family-best zero-trade-day daily net-ATR-R Sharpe uplift with net R co-primary,"REJECT: every percentile-rank/hysteresis arm failed. Baseline 4209 trades/91.20R/Sh1.288/gross3.509pt/maxDD4.70R; best qe0.6 qx0.2 retained 37% (1556), gross/t rose to 4.247 but netR collapsed to 39.42, Sharpe 0.694 (d-0.594), maxDD worsened 7.18R. Hysteresis lengthened holds and reduced stop exits but did not monetize; weak-rank inversion also lost. Real gate failed, so no Null C.",artifacts/runs/EXP-0030,Codex,unassigned,pending,hypothesis=experiments/hypotheses/HYP-0021.md
EXP-0031,2026-07-25,experiment,completed,One-second first-touch continuous-stop exits still preserve the GO edge once a conservative execution-time latency (adverse fill L seconds after the touch) is priced in,"Preservation rejected if the 1s first-touch zero-day daily net Sharpe is more than 0.15 below the 1m close/next-open continuous stop (0.923), or if net daily mean is non-positive (carried from HYP-0002).","legacy-not-frozen (latency sweep {0,1,2,3,5}s x cost {0.25,0.5,1.0} tick in scripts/hyp_0002_latency.py)","NQ clean Databento one-second RTH, 3628 eligible post-lookback-90 sessions 2011-12-08..2026-07-14 (consumed)",core/first_touch.py default-off latency + trigger args + run_streaming_latencies/run_streaming_specs; scripts/hyp_0002_latency.py + scripts/first_touch_decompose.py; tests/test_first_touch.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0002_latency ; python -u -m futures.nq.noise_vwap.scripts.first_touch_decompose,"zero-day one-contract daily net Sharpe at 0.5 tick/side vs the 1m close-confirmed continuous stop, decomposed into resolution / wick-trigger / latency","Execution-realism investigation of EXP-0009, CORRECTED after a reviewer question (initial ""latency eats the finer clock"" framing was wrong). The 1m continuous stop is CLOSE-CONFIRMED (engine.py:158, close<stop then next-1m-open fill); the EXP-0009 1s engine is FIRST-TOUCH (a resting stop on sec_low<=stop). Different exit RULES, not one rule at two resolutions. Decomposition via a new default-off trigger=1 (close-confirmed on 1s) at 0.5 tick/side: (1) RESOLUTION is NEUTRAL -- 1s close-confirmed reproduces the 1m result EXACTLY (4209 trades, daily Sharpe 0.9235 vs 0.9226, +0.0009; vol-tgt 1.180 vs 1.184), confirming the fill is the next-minute open; (2) the WICK/trigger switch to first-touch is the REAL effect -- +504 stop exits / +454 trades, -0.447 gross pt/trade, -0.041 daily Sharpe (~478 gross pts, ~1 NQ pt per wick-out), because close-confirmation filters the 1m wicks a resting stop takes; (3) LATENCY on the touch model is a FURTHER SEPARATE cost, -0.115 daily Sharpe / -0.33 gross pt per second (zero-day Sharpe touch L0/1/2/3/5s = 0.883/0.768/0.713/0.676/0.634). Conclusion: executing on finer data does NOT degrade the strategy; close-confirmation is a beneficial wick filter and the deployed stop is realistic IF you wait for the bar close. First-touch (a live resting stop) is a different, mildly worse exit policy dominated by premature wick-outs, not latency; it stays net-positive (+$48-67/day, t>2.4) but trails the baseline. Retain the 1m close-confirmed continuous stop. No Null C (execution realism, not a new feature).",artifacts/runs/EXP-0031,Claude (Opus 4.8),unassigned,pending,"hypothesis=experiments/hypotheses/HYP-0002.md (execution-realism investigation of EXP-0009). New default-off latency+trigger kernel args, parity+wick+latency proved in tests/test_first_touch.py (5 tests). Reviewer (user) correctly identified that close-confirmation is a wick filter and that same-rule 1s resolution is near-neutral; first-pass latency framing corrected. Single 1.7GB scan per script. Ledger row updated in place (research_admin rewrite blocked by 2 pre-existing over-columned rows)."
EXP-0032,2026-07-25,experiment,completed,"A causal intraday-ATR stop buffer (exit on first 1s touch of band-k*ATR_N) is a systematic, volatility-scaled replacement for the arbitrary 1m close-confirmation wick filter, and beats it","Phase 1 exploratory: (1) does any (N,k) cell beat the close-confirmed continuous stop (0.9226 daily Sharpe) without collapsing net R or worsening maxDD; (2) does the ATR-scaled buffer beat a matched-median-width fixed-point buffer (isolating vol-scaling from width). Phase 2 Null C + ES spent ONLY if Phase 1 clears (gate-nullc-on-success-metric).","legacy-not-frozen (N in {5,10,14,20,30} x k in {0.25..2.0} ATR + k0 anchor + matched-width fixed buffer) in scripts/hyp_0022_atr_buffer.py","NQ clean Databento one-second RTH, 3628 eligible post-lb90 sessions 2011-12-08..2026-07-14 (consumed)",core/atr_buffer.py (isolated 1s kernel + intraday TR ATR + 1m runner); scripts/hyp_0022_atr_buffer.py + hyp_0022_era.py + hyp_0022_nullc.py; tests/test_atr_buffer.py; first_touch.py untouched,python -u -m futures.nq.noise_vwap.scripts.hyp_0022_atr_buffer ; ... .hyp_0022_era ; ... .hyp_0022_nullc null 30,zero-day one-contract daily net Sharpe at 0.5 tick/side vs close-confirmed continuous stop (0.9226) and k=0 first-touch (0.8827),"NO-GO (Phase 2 Null C REJECT). Causal intraday-ATR stop buffer (exit on first 1s touch of stop=max(upper,vwap)-k*ATR_N, float no ratchet, N-min TR-based rolling ATR, entries unchanged; k=0=EXP-0031 first-touch) as a systematic replacement for the arbitrary close-confirmation wick filter. PHASE 1 in-sample beat close-confirmation: best N20_k1.5 daily Sharpe 1.052 vs 0.923 (+0.130), vol-tgt 1.331 vs 1.184; k=1.5 best for EVERY N; matched-width fixed 6.375-pt buffer only 0.968 => +0.085 apparent scaling uplift (+0.130 ~= +0.045 width + +0.085 scaling). Calibration: close-confirmation tolerates wicks to ~0.8-1.0 ATR (p90) but the monetized k~1.5 is WIDER (part trailing looseness). Uplift HELD/strengthened recently (>=2024 +0.191, >=2025 +0.155, last252d +0.286; only CY2025 soft -0.061) and TRANSFERRED to ES (+0.105 vs-cc, +0.032 scaling). PHASE 2 Null C (30 draws, diffusivity gate real0.25=null0.25) KILLS it: BOTH uplifts null-center POSITIVE, real inside the band. uplift_vs_cc null center +0.073 (real +0.132, z0.65, frac0.26) = plain looser-stop variance amplifier. DECISIVE uplift_scaling null center +0.042 (HALF the real +0.085), z0.45, frac(null>=real)=0.40 -> the vol-scaling advantage over a matched-width fixed buffer is REPRODUCED ON NOISE (return shuffle preserves session range magnitude, so a vol-adaptive stop width beats a fixed one mechanically, regardless of signal). Same signature as EXP-0019/0010/0012. Better-motivated than the wick mechanic but the gain is machinery, not real intraday path structure. Retain the close-confirmed continuous stop; thread closed on consumed history.",artifacts/runs/EXP-0032,Claude (Opus 4.8),unassigned,reviewed (builder); NO-GO,"hypothesis=experiments/hypotheses/HYP-0022.md; user idea (systematic intraday-ATR stop buffer replacing the arbitrary wick/close mechanic; not the paper daily-range ATR; sweep N and k fraction; max N=30 since first entry at mfo30). Float-with-band (user choice). Isolated engine (first_touch.py untouched), 3 kernel tests. Single 1.7GB scan for the 31-variant sweep + 1 for matched-width. Ledger row appended manually (research_admin blocked by 2 pre-existing over-columned rows). | PHASE 2 added: era-stratified Sharpe (uplift holds/strengthens recently) + ES sibling + 30-draw path-preserving Null C. Both uplifts fail (null centers positive). Isolated 1m runner reuses the buffered kernel (1m bars as their own seconds) and reproduces the 1s uplift to <0.003. Ledger updated in place."
EXP-0033,2026-07-25,validation,completed,Selection-corrected fast Null C reproduces the reference and the one-minute execution proxy agrees with exact one-second minute-block null replay.,Fast one-minute seeded daily PnL must match reference within 1e-10; exact one-second paired uplift must be within 0.03 Sharpe per draw and mean absolute difference <=0.02.,experiments/configs/hyp_0023_fast_exact_nullc.json,NQ clean one-minute and Databento one-second RTH through 2026-07-14; consumed history,core/nulls.py; core/atr_buffer.py; scripts/hyp_0023_fast_exact_nullc.py; tests/test_nulls.py; tests/test_atr_buffer.py,python -m futures.nq.noise_vwap.scripts.hyp_0023_fast_exact_nullc validate,"Exact reference parity, family-max Null-C p, one-minute versus one-second paired uplift error, and wall-clock speedup","PASS implementation; EXP-0032 rejection strengthened. Fast shuffle is bit-exact and 15.8x faster. Fused daily engine matches reference within 2.2e-15 and evaluates 60 variants in 5.3s versus 17.4s for 3 reference variants. Exact 1s minute-block null replay passes proxy gate (max uplift error 0.0046, mean 0.0024). Selection-corrected 199-draw Null C: real scaling uplift 0.0850, null mean 0.0882, p=0.525; vs-close uplift real 0.1319, null mean 0.1385, p=0.510. Four-worker elapsed 124.4s.",artifacts/runs/EXP-0033,Codex,unassigned,not-reviewed,"hypothesis=experiments/hypotheses/HYP-0023.md; Artifacts: benchmark.json, invariants.json, one_second_proxy_parity.csv/json, nullc_family_draws.csv, nullc_family_report.json. Independent reviewer remains required before promotion."
EXP-0034,2026-07-25,experiment,completed,"The NQ continuous-stop baseline is robust to shifting the 30-min decision-clock phase by 5/10 min and to a 15-min cadence, across the 1m continuous, 1s first-touch, and ATR-buffer exit engines","Robustness audit (no edge claim): FRAGILE if a 5-10 min phase shift flips the sign, kills significance (daily t<2), or moves the headline by a large fraction of base; no Null C (a shifted clock would only need one if it IMPROVED and were claimed).",legacy-not-frozen (clock grid in scripts/hyp_0024_decision_clock.py),NQ clean Databento; 1m RTH + Databento 1s RTH; 3628 common 1s-covered post-lb90 sessions 2011-12-08..2026-07-14 (consumed),scripts/hyp_0024_decision_clock.py; core/engine.py (1m continuous); core/atr_buffer.py kernel (1s touch k=0 + ATR N20 k1.5); core/first_touch.py scanner,python -u -m futures.nq.noise_vwap.scripts.hyp_0024_decision_clock,"per (engine,clock) zero-day daily net Sharpe @0.5 tick/side, vol-tgt Sharpe/maxDD, gross/net pt/trade; dispersion across clocks vs base30","DIRECTIONALLY ROBUST but MAGNITUDE PHASE-SENSITIVE; base30 is a LOCAL OPTIMUM. Every +/-5/10 min phase shift and the 15m cadence stays net-positive and significant (daily t 2.5-3.5, all vol-tgt Sharpe >0.81) so the edge's SIGN/significance does not depend on the exact clock. But the deployed :59/:29 clock is the BEST of the six grids on every engine and metric: 1m continuous daily Sharpe base 0.923 vs shifts 0.669-0.814 (max dev 0.25, +5min the worst 0.669); 1s touch 0.883 vs 0.552-0.791 (max dev 0.33); ATR N20k1.5 1.052 vs 0.765-0.980 (max dev 0.29). NOT variance: gross AND net pt/trade FALL on every shift (1m net 3.03->2.16 at +5) = per-trade entry quality is phase-dependent (:59 bars select better breakouts than :04). The identical phase-quality profile (base peak, neighbours lower, +5 trough) transfers across all 3 independent exit engines (shared entries only) = a real ENTRY-timing/intraday-seasonality effect around the round hour (:59 close -> :00 liquid open), not an exit artifact; corroborates the FORENSIC :00/:30 off-by-one clock costing ~0.2-0.4 Sharpe (a +1min phase shift, same sign). 15m cadence is DILUTIVE not an upgrade: +40-50% trades, gross/trade collapses (1m net 3.03->1.98), zero-day daily Sharpe down on all 3, though vol-tgt holds (1m 1.184->1.144). Rule-9a band coverage 0.996-1.000 all clocks (no hidden deletion). Retain the deployed :59/:29 30-min clock.",artifacts/runs/EXP-0034,Claude (Opus 4.8),unassigned,pending,"hypothesis=experiments/hypotheses/HYP-0024.md; user robustness request. No new edge/parameter promoted; stability audit of incumbent. E2/E3 from one 1.7GB scan (atr kernel k=0==first-touch bit-exact). No core engine changes. Ledger row appended manually (research_admin rewrite blocked by 2 pre-existing over-columned rows). Artifacts: clock_grid.csv, report.json, review.md."
EXP-0035,2026-07-26,experiment,completed,"VEI (intraday short/long ATR ratio, baseline 10/50) entry gate on the noise-VWAP momentum baseline; corrected mechanism = keep LOW-VEI (compression) breakouts","family-best fails dSharpe>=+0.10 AND netR>=baseline => REJECT (no Null C, standing rule); ES must reproduce sign; matched-count random-drop null must show real beats random equal-count keep",experiments/configs/hyp_0025_vei_filter.json,"NQ and ES clean Databento RTH 1-min 2011-2026, common post-lb90 sample",core/vei.py; scripts/vei_explore.py; scripts/hyp_0025_vei_filter.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0025_vei_filter real NQ,zero-trade-day daily net-ATR-R Sharpe uplift vs baseline at family-best filtering cell (net R co-primary),"NO-GO both markets. Part1: VEI predicts forward |move| weakly (vol clustering, IC~+0.02) not direction (signed IC~0); breakout-continuation IC small and NEGATIVE on NQ (low VEI=better follow-through, -0.030 CI[-0.046,-0.015]) but weak/insignificant/sign-flipped on ES (does not transfer). Part2 gate: NQ every one of 70 cells negative dSharpe (family-best +VEI5/20 high retain0.85 dSharpe-0.013, just the least-exposure-cut cell; matched random null frac0.245); ES family-best VEI5/20 high dSharpe+0.066 but netR FALLS -2.4 and frac(rand>=real)0.095 = turnover lever indistinguishable from random dropping, and OPPOSITE direction to NQ. Real gate REJECT on both -> no Null C. Consistent with volatility-INDEPENDENCE and prior selectivity-screen levers (RVOL/gap/Hurst/ATR-buffer).",artifacts/runs/EXP-0035,Claude,unassigned,not-reviewed,"Two-part study. VEI = ATR(short)/ATR(long) causal within-session. Outputs: explore_{NQ,ES}.txt, gate_{NQ,ES}.txt, sweep_{NQ,ES}.csv, {coverage,forward_ic,continuation_ic}_{NQ,ES}.csv, random_null_{NQ,ES}.csv, verdict_{NQ,ES}.json, review.md."
